state_index,state,ntrap_cm3,nsheet_cm2,trap_charge_density_C_cm3,VGS_V,VDS_V,ID_A,abs_ID_A,converged,error_message
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.3,0.05,-3.480842403362718e-22,3.480842403362718e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.2,0.05,-6.327763651676459e-22,6.327763651676459e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,-0.1,0.05,7.305389009228813e-22,7.305389009228813e-22,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.0,0.05,3.2162374852507455e-20,3.2162374852507455e-20,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.1,0.05,1.3387168314161592e-18,1.3387168314161592e-18,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.2,0.05,5.575385383031574e-17,5.575385383031574e-17,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.3,0.05,2.289892766862529e-15,2.289892766862529e-15,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.4,0.05,9.201276540255579e-14,9.201276540255579e-14,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.5,0.05,3.547686421944279e-12,3.547686421944279e-12,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.6,0.05,1.1881586519854622e-10,1.1881586519854622e-10,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.7,0.05,1.6787376284816754e-09,1.6787376284816754e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.8,0.05,4.207596618594143e-09,4.207596618594143e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,0.9,0.05,5.590022171027596e-09,5.590022171027596e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.0,0.05,6.462505674386717e-09,6.462505674386717e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.1,0.05,7.0921952751638576e-09,7.0921952751638576e-09,True,
1,State_1,2e+17,100000000000.0,-0.03204353268,1.2,0.05,7.574322577105895e-09,7.574322577105895e-09,True,
